TRANS NO,SEQ,METER NO,READING DATE,EMPLOYEE ID,READING,USAGE AMOUNT,BILLED DATE,UOM,METER DESCRIPTION,METER TYPE,UTILITY TYPE,LONG DESCRIPTION,REGION CODE,FACILITY ID,BUILDING,USAGE FACTOR,START DATE,BUILDING NAME,BUILDING CLASS,PROPERTY TYPE,METER MULTIPLIER,YEAR-MONTH,SERIAL #,ROUTE NO
9494,64,DW021A,1/31/2024 0:00,600317,22154,700,3/4/2024 14:04,GL,UNION PARKING GARAGE,NORMAL,DOMESTIC_WATER,IN PIT ON FIRST FLOOR,NORMAN,MCA,021A,100,11/30/2004 0:00,OKLAHOMA MEMORIAL UNION PARKING CENTER,NON_E_AND_G,PARKING,100,2024-1,81337155,M2
9532,64,DW021A,2/29/2024 0:00,600317,22169,1500,4/8/2024 9:58,GL,UNION PARKING GARAGE,NORMAL,DOMESTIC_WATER,IN PIT ON FIRST FLOOR,NORMAN,MCA,021A,100,11/30/2004 0:00,OKLAHOMA MEMORIAL UNION PARKING CENTER,NON_E_AND_G,PARKING,100,2024-2,81337155,M2
9558,64,DW021A,3/31/2024 0:00,600317,22181,1200,4/30/2024 7:58,GL,UNION PARKING GARAGE,NORMAL,DOMESTIC_WATER,IN PIT ON FIRST FLOOR,NORMAN,MCA,021A,100,11/30/2004 0:00,OKLAHOMA MEMORIAL UNION PARKING CENTER,NON_E_AND_G,PARKING,100,2024-3,81337155,M2
9658,51,DW021A,4/30/2024 0:00,600317,22190,900,5/31/2024 15:24,GL,UNION PARKING GARAGE,NORMAL,DOMESTIC_WATER,IN PIT ON FIRST FLOOR,NORMAN,MCA,021A,100,11/30/2004 0:00,OKLAHOMA MEMORIAL UNION PARKING CENTER,NON_E_AND_G,PARKING,100,2024-4,81337155,M2
9710,51,DW021A,5/31/2024 0:00,600317,22200,1000,6/28/2024 15:16,GL,UNION PARKING GARAGE,NORMAL,DOMESTIC_WATER,IN PIT ON FIRST FLOOR,NORMAN,MCA,021A,100,11/30/2004 0:00,OKLAHOMA MEMORIAL UNION PARKING CENTER,NON_E_AND_G,PARKING,100,2024-5,81337155,M2
9747,47,DW021A,6/30/2024 0:00,600317,22208,800,7/31/2024 13:33,GL,UNION PARKING GARAGE,NORMAL,DOMESTIC_WATER,IN PIT ON FIRST FLOOR,NORMAN,MCA,021A,100,11/30/2004 0:00,OKLAHOMA MEMORIAL UNION PARKING CENTER,NON_E_AND_G,PARKING,100,2024-6,81337155,M2
9771,47,DW021A,7/31/2024 0:00,600317,22222,1400,9/6/2024 11:03,GL,UNION PARKING GARAGE,NORMAL,DOMESTIC_WATER,IN PIT ON FIRST FLOOR,NORMAN,MCA,021A,100,11/30/2004 0:00,OKLAHOMA MEMORIAL UNION PARKING CENTER,NON_E_AND_G,PARKING,100,2024-7,81337155,M2
9830,46,DW021A,8/31/2024 0:00,600317,22233,1100,10/4/2024 13:10,GL,UNION PARKING GARAGE,NORMAL,DOMESTIC_WATER,IN PIT ON FIRST FLOOR,NORMAN,MCA,021A,100,11/30/2004 0:00,OKLAHOMA MEMORIAL UNION PARKING CENTER,NON_E_AND_G,PARKING,100,2024-8,81337155,M2
9912,44,DW021A,9/30/2024 0:00,600317,22242,900,11/7/2024 8:52,GL,UNION PARKING GARAGE,NORMAL,DOMESTIC_WATER,IN PIT ON FIRST FLOOR,NORMAN,MCA,021A,100,11/30/2004 0:00,OKLAHOMA MEMORIAL UNION PARKING CENTER,NON_E_AND_G,PARKING,100,2024-9,81337155,M2
8931,116,DW021C,1/31/2023 0:00,600317,296268,235000,2/28/2023 13:34,GL,UNION,NORMAL,DOMESTIC_WATER,BASEMENT IN TUNNEL,NORMAN,MCA,021,100,3/31/2015 0:00,OKLAHOMA MEMORIAL UNION,NON_E_AND_G,SPLIT,100,2023-1,8422480,M2
8951,116,DW021C,2/28/2023 0:00,600317,298240,197200,3/31/2023 18:22,GL,UNION,NORMAL,DOMESTIC_WATER,BASEMENT IN TUNNEL,NORMAN,MCA,021,100,3/31/2015 0:00,OKLAHOMA MEMORIAL UNION,NON_E_AND_G,SPLIT,100,2023-2,8422480,M2
8968,116,DW021C,3/31/2023 0:00,600317,300463,222300,4/29/2023 16:27,GL,UNION,NORMAL,DOMESTIC_WATER,BASEMENT IN TUNNEL,NORMAN,MCA,021,100,3/31/2015 0:00,OKLAHOMA MEMORIAL UNION,NON_E_AND_G,SPLIT,100,2023-3,8422480,M2
9010,116,DW021C,4/30/2023 0:00,600317,303187,272400,5/30/2023 14:22,GL,UNION,NORMAL,DOMESTIC_WATER,BASEMENT IN TUNNEL,NORMAN,MCA,021,100,3/31/2015 0:00,OKLAHOMA MEMORIAL UNION,NON_E_AND_G,SPLIT,100,2023-4,8422480,M2
9035,116,DW021C,5/31/2023 0:00,600317,305187,200000,6/30/2023 8:23,GL,UNION,NORMAL,DOMESTIC_WATER,BASEMENT IN TUNNEL,NORMAN,MCA,021,100,3/31/2015 0:00,OKLAHOMA MEMORIAL UNION,NON_E_AND_G,SPLIT,100,2023-5,8422480,M2
9049,115,DW021C,6/30/2023 0:00,600317,306550,136300,8/2/2023 13:49,GL,UNION,NORMAL,DOMESTIC_WATER,BASEMENT IN TUNNEL,NORMAN,MCA,021,100,3/31/2015 0:00,OKLAHOMA MEMORIAL UNION,NON_E_AND_G,SPLIT,100,2023-6,8422480,M2
9091,115,DW021C,7/31/2023 0:00,600317,308233,168300,8/31/2023 14:28,GL,UNION,NORMAL,DOMESTIC_WATER,BASEMENT IN TUNNEL,NORMAN,MCA,021,100,3/31/2015 0:00,OKLAHOMA MEMORIAL UNION,NON_E_AND_G,SPLIT,100,2023-7,8422480,M2
9116,115,DW021C,8/31/2023 0:00,600317,310279,204600,9/30/2023 12:33,GL,UNION,NORMAL,DOMESTIC_WATER,BASEMENT IN TUNNEL,NORMAN,MCA,021,100,3/31/2015 0:00,OKLAHOMA MEMORIAL UNION,NON_E_AND_G,SPLIT,100,2023-8,8422480,M2
9129,115,DW021C,9/30/2023 0:00,600317,313586,330700,10/31/2023 14:37,GL,UNION,NORMAL,DOMESTIC_WATER,BASEMENT IN TUNNEL,NORMAN,MCA,021,100,3/31/2015 0:00,OKLAHOMA MEMORIAL UNION,NON_E_AND_G,SPLIT,100,2023-9,8422480,M2
9374,73,DW021C,10/31/2023 0:00,600317,316971,338500,12/4/2023 14:49,GL,UNION,NORMAL,DOMESTIC_WATER,BASEMENT IN TUNNEL,NORMAN,MCA,021,100,3/31/2015 0:00,OKLAHOMA MEMORIAL UNION,NON_E_AND_G,SPLIT,100,2023-10,8422480,M2
9404,73,DW021C,11/30/2023 0:00,600317,319612,264100,12/23/2023 12:45,GL,UNION,NORMAL,DOMESTIC_WATER,BASEMENT IN TUNNEL,NORMAN,MCA,021,100,3/31/2015 0:00,OKLAHOMA MEMORIAL UNION,NON_E_AND_G,SPLIT,100,2023-11,8422480,M2
9474,67,DW021C,12/31/2023 0:00,600317,322118,250600,2/5/2024 8:20,GL,UNION,NORMAL,DOMESTIC_WATER,BASEMENT IN TUNNEL,NORMAN,MCA,021,100,3/31/2015 0:00,OKLAHOMA MEMORIAL UNION,NON_E_AND_G,SPLIT,100,2023-12,8422480,M2
9494,67,DW021C,1/31/2024 0:00,600317,324423,230500,3/4/2024 14:04,GL,UNION,NORMAL,DOMESTIC_WATER,BASEMENT IN TUNNEL,NORMAN,MCA,021,100,3/31/2015 0:00,OKLAHOMA MEMORIAL UNION,NON_E_AND_G,SPLIT,100,2024-1,8422480,M2
9532,67,DW021C,2/29/2024 0:00,600317,327989,356600,4/8/2024 9:58,GL,UNION,NORMAL,DOMESTIC_WATER,BASEMENT IN TUNNEL,NORMAN,MCA,021,100,3/31/2015 0:00,OKLAHOMA MEMORIAL UNION,NON_E_AND_G,SPLIT,100,2024-2,8422480,M2
9558,67,DW021C,3/31/2024 0:00,600317,330646,265700,4/30/2024 7:58,GL,UNION,NORMAL,DOMESTIC_WATER,BASEMENT IN TUNNEL,NORMAN,MCA,021,100,3/31/2015 0:00,OKLAHOMA MEMORIAL UNION,NON_E_AND_G,SPLIT,100,2024-3,8422480,M2
9658,54,DW021C,4/30/2024 0:00,600317,333385,273900,5/31/2024 15:24,GL,UNION,NORMAL,DOMESTIC_WATER,BASEMENT IN TUNNEL,NORMAN,MCA,021,100,3/31/2015 0:00,OKLAHOMA MEMORIAL UNION,NON_E_AND_G,SPLIT,100,2024-4,8422480,M2
9710,54,DW021C,5/31/2024 0:00,600317,335332,194700,6/28/2024 15:16,GL,UNION,NORMAL,DOMESTIC_WATER,BASEMENT IN TUNNEL,NORMAN,MCA,021,100,3/31/2015 0:00,OKLAHOMA MEMORIAL UNION,NON_E_AND_G,SPLIT,100,2024-5,8422480,M2
9747,50,DW021C,6/30/2024 0:00,600317,337005,167300,7/31/2024 13:33,GL,UNION,NORMAL,DOMESTIC_WATER,BASEMENT IN TUNNEL,NORMAN,MCA,021,100,3/31/2015 0:00,OKLAHOMA MEMORIAL UNION,NON_E_AND_G,SPLIT,100,2024-6,8422480,M2
9771,50,DW021C,7/31/2024 0:00,600317,338594,158900,9/6/2024 11:03,GL,UNION,NORMAL,DOMESTIC_WATER,BASEMENT IN TUNNEL,NORMAN,MCA,021,100,3/31/2015 0:00,OKLAHOMA MEMORIAL UNION,NON_E_AND_G,SPLIT,100,2024-7,8422480,M2
9830,49,DW021C,8/31/2024 0:00,600317,341333,273900,10/4/2024 13:10,GL,UNION,NORMAL,DOMESTIC_WATER,BASEMENT IN TUNNEL,NORMAN,MCA,021,100,3/31/2015 0:00,OKLAHOMA MEMORIAL UNION,NON_E_AND_G,SPLIT,100,2024-8,8422480,M2
9912,47,DW021C,9/30/2024 0:00,600317,345288,395500,11/7/2024 8:52,GL,UNION,NORMAL,DOMESTIC_WATER,BASEMENT IN TUNNEL,NORMAN,MCA,021,100,3/31/2015 0:00,OKLAHOMA MEMORIAL UNION,NON_E_AND_G,SPLIT,100,2024-9,8422480,M2
8931,31,DW022A,1/31/2023 0:00,600317,17463811,79081.68,2/28/2023 13:34,GL,ENGINEERING LAB 600220201,NORMAL,DOMESTIC_WATER,CEILING AT BACK WALL,NORMAN,MCA,022,100,5/31/2019 0:00,ENGINEERING LAB,E&G,ACADEMIC,0.01,2023-1,18441009,M2
8951,31,DW022A,2/28/2023 0:00,600317,22253890,47900.79,3/31/2023 18:22,GL,ENGINEERING LAB 600220201,NORMAL,DOMESTIC_WATER,CEILING AT BACK WALL,NORMAN,MCA,022,100,5/31/2019 0:00,ENGINEERING LAB,E&G,ACADEMIC,0.01,2023-2,18441009,M2
8968,31,DW022A,3/31/2023 0:00,600317,27924962,56710.72,4/29/2023 16:27,GL,ENGINEERING LAB 600220201,NORMAL,DOMESTIC_WATER,CEILING AT BACK WALL,NORMAN,MCA,022,100,5/31/2019 0:00,ENGINEERING LAB,E&G,ACADEMIC,0.01,2023-3,18441009,M2
9010,31,DW022A,4/30/2023 0:00,600317,33044310,51193.48,5/30/2023 14:22,GL,ENGINEERING LAB 600220201,NORMAL,DOMESTIC_WATER,CEILING AT BACK WALL,NORMAN,MCA,022,100,5/31/2019 0:00,ENGINEERING LAB,E&G,ACADEMIC,0.01,2023-4,18441009,M2
9035,31,DW022A,5/31/2023 0:00,600317,38494570,54502.6,6/30/2023 8:23,GL,ENGINEERING LAB 600220201,NORMAL,DOMESTIC_WATER,CEILING AT BACK WALL,NORMAN,MCA,022,100,5/31/2019 0:00,ENGINEERING LAB,E&G,ACADEMIC,0.01,2023-5,18441009,M2
9049,31,DW022A,6/30/2023 0:00,600317,43209312,47147.42,8/2/2023 13:49,GL,ENGINEERING LAB 600220201,NORMAL,DOMESTIC_WATER,CEILING AT BACK WALL,NORMAN,MCA,022,100,5/31/2019 0:00,ENGINEERING LAB,E&G,ACADEMIC,0.01,2023-6,18441009,M2
9091,31,DW022A,7/31/2023 0:00,600317,51461122,82518.1,8/31/2023 14:28,GL,ENGINEERING LAB 600220201,NORMAL,DOMESTIC_WATER,CEILING AT BACK WALL,NORMAN,MCA,022,100,5/31/2019 0:00,ENGINEERING LAB,E&G,ACADEMIC,0.01,2023-7,18441009,M2
9116,31,DW022A,8/31/2023 0:00,600317,61396407,99352.85,9/30/2023 12:33,GL,ENGINEERING LAB 600220201,NORMAL,DOMESTIC_WATER,CEILING AT BACK WALL,NORMAN,MCA,022,100,5/31/2019 0:00,ENGINEERING LAB,E&G,ACADEMIC,0.01,2023-8,18441009,M2
9129,31,DW022A,9/30/2023 0:00,600317,70123737,87273.3,10/31/2023 14:37,GL,ENGINEERING LAB 600220201,NORMAL,DOMESTIC_WATER,CEILING AT BACK WALL,NORMAN,MCA,022,100,5/31/2019 0:00,ENGINEERING LAB,E&G,ACADEMIC,0.01,2023-9,18441009,M2
9374,19,DW022A,10/31/2023 0:00,600317,77149167,70254.3,12/4/2023 14:49,GL,ENGINEERING LAB 600220201,NORMAL,DOMESTIC_WATER,CEILING AT BACK WALL,NORMAN,MCA,022,100,5/31/2019 0:00,ENGINEERING LAB,E&G,ACADEMIC,0.01,2023-10,18441009,M2
9404,19,DW022A,11/30/2023 0:00,600317,84421728,72725.61,12/23/2023 12:45,GL,ENGINEERING LAB 600220201,NORMAL,DOMESTIC_WATER,CEILING AT BACK WALL,NORMAN,MCA,022,100,5/31/2019 0:00,ENGINEERING LAB,E&G,ACADEMIC,0.01,2023-11,18441009,M2
9474,17,DW022A,12/31/2023 0:00,600317,93049995,86282.67,2/5/2024 8:20,GL,ENGINEERING LAB 600220201,NORMAL,DOMESTIC_WATER,CEILING AT BACK WALL,NORMAN,MCA,022,100,5/31/2019 0:00,ENGINEERING LAB,E&G,ACADEMIC,0.01,2023-12,18441009,M2
9494,17,DW022A,1/31/2024 0:00,600317,99773077,67230.82,3/4/2024 14:04,GL,ENGINEERING LAB 600220201,NORMAL,DOMESTIC_WATER,CEILING AT BACK WALL,NORMAN,MCA,022,100,5/31/2019 0:00,ENGINEERING LAB,E&G,ACADEMIC,0.01,2024-1,18441009,M2
9532,17,DW022A,2/29/2024 0:00,600317,6971576,71984.99,4/8/2024 9:58,GL,ENGINEERING LAB 600220201,NORMAL,DOMESTIC_WATER,CEILING AT BACK WALL,NORMAN,MCA,022,100,5/31/2019 0:00,ENGINEERING LAB,E&G,ACADEMIC,0.01,2024-2,18441009,M2
9558,17,DW022A,3/31/2024 0:00,600317,14386724,74151.48,4/30/2024 7:58,GL,ENGINEERING LAB 600220201,NORMAL,DOMESTIC_WATER,CEILING AT BACK WALL,NORMAN,MCA,022,100,5/31/2019 0:00,ENGINEERING LAB,E&G,ACADEMIC,0.01,2024-3,18441009,M2
8931,56,DW025A,1/31/2023 0:00,600317,14412336,4706.1,2/28/2023 13:34,GL,FACILITIES MANAGEMENT COMPOUND 600250201,NORMAL,DOMESTIC_WATER,"IN TUNNEL, N SIDE WORK CONTROL",NORMAN,MCA,025,100,5/31/2019 0:00,PHYSICAL PLANT OFFICE,E&G,AUXILLIARY,0.1,2023-1,18990275,M2
8951,56,DW025A,2/28/2023 0:00,600317,14463028,5069.2,3/31/2023 18:22,GL,FACILITIES MANAGEMENT COMPOUND 600250201,NORMAL,DOMESTIC_WATER,"IN TUNNEL, N SIDE WORK CONTROL",NORMAN,MCA,025,100,5/31/2019 0:00,PHYSICAL PLANT OFFICE,E&G,AUXILLIARY,0.1,2023-2,18990275,M2
8968,56,DW025A,3/31/2023 0:00,600317,14520111,5708.3,4/29/2023 16:27,GL,FACILITIES MANAGEMENT COMPOUND 600250201,NORMAL,DOMESTIC_WATER,"IN TUNNEL, N SIDE WORK CONTROL",NORMAN,MCA,025,100,5/31/2019 0:00,PHYSICAL PLANT OFFICE,E&G,AUXILLIARY,0.1,2023-3,18990275,M2
9010,56,DW025A,4/30/2023 0:00,600317,14575458,5534.7,5/30/2023 14:22,GL,FACILITIES MANAGEMENT COMPOUND 600250201,NORMAL,DOMESTIC_WATER,"IN TUNNEL, N SIDE WORK CONTROL",NORMAN,MCA,025,100,5/31/2019 0:00,PHYSICAL PLANT OFFICE,E&G,AUXILLIARY,0.1,2023-4,18990275,M2
9035,56,DW025A,5/31/2023 0:00,600317,14629093,5363.5,6/30/2023 8:23,GL,FACILITIES MANAGEMENT COMPOUND 600250201,NORMAL,DOMESTIC_WATER,"IN TUNNEL, N SIDE WORK CONTROL",NORMAN,MCA,025,100,5/31/2019 0:00,PHYSICAL PLANT OFFICE,E&G,AUXILLIARY,0.1,2023-5,18990275,M2
9049,56,DW025A,6/30/2023 0:00,600317,14679177,5008.4,8/2/2023 13:49,GL,FACILITIES MANAGEMENT COMPOUND 600250201,NORMAL,DOMESTIC_WATER,"IN TUNNEL, N SIDE WORK CONTROL",NORMAN,MCA,025,100,5/31/2019 0:00,PHYSICAL PLANT OFFICE,E&G,AUXILLIARY,0.1,2023-6,18990275,M2
9091,56,DW025A,7/31/2023 0:00,600317,14743633,6445.6,8/31/2023 14:28,GL,FACILITIES MANAGEMENT COMPOUND 600250201,NORMAL,DOMESTIC_WATER,"IN TUNNEL, N SIDE WORK CONTROL",NORMAN,MCA,025,100,5/31/2019 0:00,PHYSICAL PLANT OFFICE,E&G,AUXILLIARY,0.1,2023-7,18990275,M2
9116,56,DW025A,8/31/2023 0:00,600317,14794212,5057.9,9/30/2023 12:33,GL,FACILITIES MANAGEMENT COMPOUND 600250201,NORMAL,DOMESTIC_WATER,"IN TUNNEL, N SIDE WORK CONTROL",NORMAN,MCA,025,100,5/31/2019 0:00,PHYSICAL PLANT OFFICE,E&G,AUXILLIARY,0.1,2023-8,18990275,M2
9129,56,DW025A,9/30/2023 0:00,600317,14849392,5518,10/31/2023 14:37,GL,FACILITIES MANAGEMENT COMPOUND 600250201,NORMAL,DOMESTIC_WATER,"IN TUNNEL, N SIDE WORK CONTROL",NORMAN,MCA,025,100,5/31/2019 0:00,PHYSICAL PLANT OFFICE,E&G,AUXILLIARY,0.1,2023-9,18990275,M2
9374,34,DW025A,10/31/2023 0:00,600317,14904238,5484.6,12/4/2023 14:49,GL,FACILITIES MANAGEMENT COMPOUND 600250201,NORMAL,DOMESTIC_WATER,"IN TUNNEL, N SIDE WORK CONTROL",NORMAN,MCA,025,100,5/31/2019 0:00,PHYSICAL PLANT OFFICE,E&G,AUXILLIARY,0.1,2023-10,18990275,M2
9404,34,DW025A,11/30/2023 0:00,600317,14950948,4671,12/23/2023 12:45,GL,FACILITIES MANAGEMENT COMPOUND 600250201,NORMAL,DOMESTIC_WATER,"IN TUNNEL, N SIDE WORK CONTROL",NORMAN,MCA,025,100,5/31/2019 0:00,PHYSICAL PLANT OFFICE,E&G,AUXILLIARY,0.1,2023-11,18990275,M2
9474,30,DW025A,12/31/2023 0:00,600317,15005463,5451.5,2/5/2024 8:20,GL,FACILITIES MANAGEMENT COMPOUND 600250201,NORMAL,DOMESTIC_WATER,"IN TUNNEL, N SIDE WORK CONTROL",NORMAN,MCA,025,100,5/31/2019 0:00,PHYSICAL PLANT OFFICE,E&G,AUXILLIARY,0.1,2023-12,18990275,M2
9494,30,DW025A,1/31/2024 0:00,600317,15049753,4429,3/4/2024 14:04,GL,FACILITIES MANAGEMENT COMPOUND 600250201,NORMAL,DOMESTIC_WATER,"IN TUNNEL, N SIDE WORK CONTROL",NORMAN,MCA,025,100,5/31/2019 0:00,PHYSICAL PLANT OFFICE,E&G,AUXILLIARY,0.1,2024-1,18990275,M2
9532,30,DW025A,2/29/2024 0:00,600317,15106512,5675.9,4/8/2024 9:58,GL,FACILITIES MANAGEMENT COMPOUND 600250201,NORMAL,DOMESTIC_WATER,"IN TUNNEL, N SIDE WORK CONTROL",NORMAN,MCA,025,100,5/31/2019 0:00,PHYSICAL PLANT OFFICE,E&G,AUXILLIARY,0.1,2024-2,18990275,M2
9558,30,DW025A,3/31/2024 0:00,600317,15224990,11847.8,4/30/2024 7:58,GL,FACILITIES MANAGEMENT COMPOUND 600250201,NORMAL,DOMESTIC_WATER,"IN TUNNEL, N SIDE WORK CONTROL",NORMAN,MCA,025,100,5/31/2019 0:00,PHYSICAL PLANT OFFICE,E&G,AUXILLIARY,0.1,2024-3,18990275,M2
8931,44,DW026MH,1/31/2023 0:00,600317,3938907,NULL,NULL,GL,POWER PLANT STEAM HIGH FLOW 600260201,NORMAL,DW_INFO_ONLY,BASEMENT SW CORNER,NORMAN,MCA,026,100,8/31/2022 0:00,CENTRAL HEAT POWER PLANT,NON_E_AND_G,AUXILLIARY,1,2023-1,180190408,M2
8951,44,DW026MH,2/28/2023 0:00,600317,3962065,NULL,NULL,GL,POWER PLANT STEAM HIGH FLOW 600260201,NORMAL,DW_INFO_ONLY,BASEMENT SW CORNER,NORMAN,MCA,026,100,8/31/2022 0:00,CENTRAL HEAT POWER PLANT,NON_E_AND_G,AUXILLIARY,1,2023-2,180190408,M2
8968,44,DW026MH,3/31/2023 0:00,600317,4330673,NULL,NULL,GL,POWER PLANT STEAM HIGH FLOW 600260201,NORMAL,DW_INFO_ONLY,BASEMENT SW CORNER,NORMAN,MCA,026,100,8/31/2022 0:00,CENTRAL HEAT POWER PLANT,NON_E_AND_G,AUXILLIARY,1,2023-3,180190408,M2
9010,44,DW026MH,4/30/2023 0:00,600317,5010100,NULL,NULL,GL,POWER PLANT STEAM HIGH FLOW 600260201,NORMAL,DW_INFO_ONLY,BASEMENT SW CORNER,NORMAN,MCA,026,100,8/31/2022 0:00,CENTRAL HEAT POWER PLANT,NON_E_AND_G,AUXILLIARY,1,2023-4,180190408,M2
9035,44,DW026MH,5/31/2023 0:00,600317,5726339,NULL,NULL,GL,POWER PLANT STEAM HIGH FLOW 600260201,NORMAL,DW_INFO_ONLY,BASEMENT SW CORNER,NORMAN,MCA,026,100,8/31/2022 0:00,CENTRAL HEAT POWER PLANT,NON_E_AND_G,AUXILLIARY,1,2023-5,180190408,M2
9049,44,DW026MH,6/30/2023 0:00,600317,6428656,NULL,NULL,GL,POWER PLANT STEAM HIGH FLOW 600260201,NORMAL,DW_INFO_ONLY,BASEMENT SW CORNER,NORMAN,MCA,026,100,8/31/2022 0:00,CENTRAL HEAT POWER PLANT,NON_E_AND_G,AUXILLIARY,1,2023-6,180190408,M2
9091,44,DW026MH,7/31/2023 0:00,600317,7132269,NULL,NULL,GL,POWER PLANT STEAM HIGH FLOW 600260201,NORMAL,DW_INFO_ONLY,BASEMENT SW CORNER,NORMAN,MCA,026,100,8/31/2022 0:00,CENTRAL HEAT POWER PLANT,NON_E_AND_G,AUXILLIARY,1,2023-7,180190408,M2
9116,44,DW026MH,8/31/2023 0:00,600317,7888757,NULL,NULL,GL,POWER PLANT STEAM HIGH FLOW 600260201,NORMAL,DW_INFO_ONLY,BASEMENT SW CORNER,NORMAN,MCA,026,100,8/31/2022 0:00,CENTRAL HEAT POWER PLANT,NON_E_AND_G,AUXILLIARY,1,2023-8,180190408,M2
9129,44,DW026MH,9/30/2023 0:00,600317,8858881,NULL,NULL,GL,POWER PLANT STEAM HIGH FLOW 600260201,NORMAL,DW_INFO_ONLY,BASEMENT SW CORNER,NORMAN,MCA,026,100,8/31/2022 0:00,CENTRAL HEAT POWER PLANT,NON_E_AND_G,AUXILLIARY,1,2023-9,180190408,M2
9374,28,DW026MH,10/31/2023 0:00,600317,9619719,NULL,NULL,GL,POWER PLANT STEAM HIGH FLOW 600260201,NORMAL,DW_INFO_ONLY,BASEMENT SW CORNER,NORMAN,MCA,026,100,8/31/2022 0:00,CENTRAL HEAT POWER PLANT,NON_E_AND_G,AUXILLIARY,1,2023-10,180190408,M2
9404,28,DW026MH,11/30/2023 0:00,600317,10428838,NULL,NULL,GL,POWER PLANT STEAM HIGH FLOW 600260201,NORMAL,DW_INFO_ONLY,BASEMENT SW CORNER,NORMAN,MCA,026,100,8/31/2022 0:00,CENTRAL HEAT POWER PLANT,NON_E_AND_G,AUXILLIARY,1,2023-11,180190408,M2
9474,24,DW026MH,12/31/2023 0:00,600317,11439684,NULL,NULL,GL,POWER PLANT STEAM HIGH FLOW 600260201,NORMAL,DW_INFO_ONLY,BASEMENT SW CORNER,NORMAN,MCA,026,100,8/31/2022 0:00,CENTRAL HEAT POWER PLANT,NON_E_AND_G,AUXILLIARY,1,2023-12,180190408,M2
9494,24,DW026MH,1/31/2024 0:00,600317,11806414,NULL,NULL,GL,POWER PLANT STEAM HIGH FLOW 600260201,NORMAL,DW_INFO_ONLY,BASEMENT SW CORNER,NORMAN,MCA,026,100,8/31/2022 0:00,CENTRAL HEAT POWER PLANT,NON_E_AND_G,AUXILLIARY,1,2024-1,180190408,M2
9532,24,DW026MH,2/29/2024 0:00,600317,11888192,NULL,NULL,GL,POWER PLANT STEAM HIGH FLOW 600260201,NORMAL,DW_INFO_ONLY,BASEMENT SW CORNER,NORMAN,MCA,026,100,8/31/2022 0:00,CENTRAL HEAT POWER PLANT,NON_E_AND_G,AUXILLIARY,1,2024-2,180190408,M2
9558,24,DW026MH,3/31/2024 0:00,600317,11896413,NULL,NULL,GL,POWER PLANT STEAM HIGH FLOW 600260201,NORMAL,DW_INFO_ONLY,BASEMENT SW CORNER,NORMAN,MCA,026,100,8/31/2022 0:00,CENTRAL HEAT POWER PLANT,NON_E_AND_G,AUXILLIARY,1,2024-3,180190408,M2
8931,45,DW026ML,1/31/2023 0:00,600317,6469897,NULL,NULL,GL,POWER PLANT STEAM LOW FLOW 600260202,NORMAL,DW_INFO_ONLY,BASEMENT SW CORNER,NORMAN,MCA,026,100,8/31/2022 0:00,CENTRAL HEAT POWER PLANT,NON_E_AND_G,AUXILLIARY,1,2023-1,180190408,M2
8951,45,DW026ML,2/28/2023 0:00,600317,7077416,NULL,NULL,GL,POWER PLANT STEAM LOW FLOW 600260202,NORMAL,DW_INFO_ONLY,BASEMENT SW CORNER,NORMAN,MCA,026,100,8/31/2022 0:00,CENTRAL HEAT POWER PLANT,NON_E_AND_G,AUXILLIARY,1,2023-2,180190408,M2
8968,45,DW026ML,3/31/2023 0:00,600317,7863684,NULL,NULL,GL,POWER PLANT STEAM LOW FLOW 600260202,NORMAL,DW_INFO_ONLY,BASEMENT SW CORNER,NORMAN,MCA,026,100,8/31/2022 0:00,CENTRAL HEAT POWER PLANT,NON_E_AND_G,AUXILLIARY,1,2023-3,180190408,M2
9010,45,DW026ML,4/30/2023 0:00,600317,8725797,NULL,NULL,GL,POWER PLANT STEAM LOW FLOW 600260202,NORMAL,DW_INFO_ONLY,BASEMENT SW CORNER,NORMAN,MCA,026,100,8/31/2022 0:00,CENTRAL HEAT POWER PLANT,NON_E_AND_G,AUXILLIARY,1,2023-4,180190408,M2
9035,45,DW026ML,5/31/2023 0:00,600317,9576793,NULL,NULL,GL,POWER PLANT STEAM LOW FLOW 600260202,NORMAL,DW_INFO_ONLY,BASEMENT SW CORNER,NORMAN,MCA,026,100,8/31/2022 0:00,CENTRAL HEAT POWER PLANT,NON_E_AND_G,AUXILLIARY,1,2023-5,180190408,M2
9049,45,DW026ML,6/30/2023 0:00,600317,401695,NULL,NULL,GL,POWER PLANT STEAM LOW FLOW 600260202,NORMAL,DW_INFO_ONLY,BASEMENT SW CORNER,NORMAN,MCA,026,100,8/31/2022 0:00,CENTRAL HEAT POWER PLANT,NON_E_AND_G,AUXILLIARY,1,2023-6,180190408,M2
9091,45,DW026ML,7/31/2023 0:00,600317,1295906,NULL,NULL,GL,POWER PLANT STEAM LOW FLOW 600260202,NORMAL,DW_INFO_ONLY,BASEMENT SW CORNER,NORMAN,MCA,026,100,8/31/2022 0:00,CENTRAL HEAT POWER PLANT,NON_E_AND_G,AUXILLIARY,1,2023-7,180190408,M2
