TRANS NO,SEQ,METER NO,READING DATE,EMPLOYEE ID,READING,USAGE AMOUNT,BILLED DATE,UOM,METER DESCRIPTION,METER TYPE,UTILITY TYPE,LONG DESCRIPTION,REGION CODE,FACILITY ID,BUILDING,USAGE FACTOR,START DATE,BUILDING NAME,BUILDING CLASS,PROPERTY TYPE,METER MULTIPLIER,YEAR-MONTH,SERIAL #,ROUTE NO
9139,319,ELSCATT02,9/30/2023 0:00,600317,14432,9240,10/31/2023 14:38,KWH,E SIDE VERIZON BLDG - ELECTRIC METER (FORMERLY ATT AND ALLTEL) 207770311,NORMAL,ELECTRIC,"N OF MAIN DISCONNECT AT GC WTR TOWER
35D 11'33.96N 97D 25'56.65""W 3.49""",NORMAN,SC,UTILITY-SC,100,5/31/2020 0:00,"POWER,WATER,GAS SYSTEMS",NON_E_AND_G,AUXILLIARY,120,2023-9,82418793,SC
8937,83,ELSCCELL01A,1/31/2023 0:00,600317,3273,537,2/28/2023 13:35,KWH,SC WATER TOWER CELL SITE ELECTRIC METER 297770302,NORMAL,ELECTRIC,"BKSIDE OF SPRINT PAD ON SW CRNR OF TWR
35D 10'50.01N 97D 26'11.20""W 1.99""",NORMAN,SC,WATERTOWER-SC,100,5/31/2020 0:00,SOUTH CAMPUS WATER TOWERS,NON_E_AND_G,AUXILLIARY,1,2023-1,29333997,SC
8953,83,ELSCCELL01A,2/28/2023 0:00,600317,3601,328,3/31/2023 18:33,KWH,SC WATER TOWER CELL SITE ELECTRIC METER 297770302,NORMAL,ELECTRIC,"BKSIDE OF SPRINT PAD ON SW CRNR OF TWR
35D 10'50.01N 97D 26'11.20""W 1.99""",NORMAN,SC,WATERTOWER-SC,100,5/31/2020 0:00,SOUTH CAMPUS WATER TOWERS,NON_E_AND_G,AUXILLIARY,1,2023-2,29333997,SC
8969,83,ELSCCELL01A,3/31/2023 0:00,600317,4353,NULL,4/29/2023 17:09,KWH,SC WATER TOWER CELL SITE ELECTRIC METER 297770302,NORMAL,ELECTRIC,"BKSIDE OF SPRINT PAD ON SW CRNR OF TWR
35D 10'50.01N 97D 26'11.20""W 1.99""",NORMAN,SC,WATERTOWER-SC,100,5/31/2020 0:00,SOUTH CAMPUS WATER TOWERS,NON_E_AND_G,AUXILLIARY,1,2023-3,29333997,SC
9011,192,ELSCCELL01A,4/30/2023 0:00,600317,4994,641,5/30/2023 14:23,KWH,SC WATER TOWER CELL SITE ELECTRIC METER 297770302,NORMAL,ELECTRIC,"BKSIDE OF SPRINT PAD ON SW CRNR OF TWR
35D 10'50.01N 97D 26'11.20""W 1.99""",NORMAN,SC,WATERTOWER-SC,100,5/31/2020 0:00,SOUTH CAMPUS WATER TOWERS,NON_E_AND_G,AUXILLIARY,1,2023-4,29333997,SC
9036,192,ELSCCELL01A,5/31/2023 0:00,600317,5427,433,6/30/2023 8:24,KWH,SC WATER TOWER CELL SITE ELECTRIC METER 297770302,NORMAL,ELECTRIC,"BKSIDE OF SPRINT PAD ON SW CRNR OF TWR
35D 10'50.01N 97D 26'11.20""W 1.99""",NORMAN,SC,WATERTOWER-SC,100,5/31/2020 0:00,SOUTH CAMPUS WATER TOWERS,NON_E_AND_G,AUXILLIARY,1,2023-5,29333997,SC
9059,192,ELSCCELL01A,6/30/2023 0:00,600317,5948,521,8/2/2023 13:50,KWH,SC WATER TOWER CELL SITE ELECTRIC METER 297770302,NORMAL,ELECTRIC,"BKSIDE OF SPRINT PAD ON SW CRNR OF TWR
35D 10'50.01N 97D 26'11.20""W 1.99""",NORMAN,SC,WATERTOWER-SC,100,5/31/2020 0:00,SOUTH CAMPUS WATER TOWERS,NON_E_AND_G,AUXILLIARY,1,2023-6,29333997,SC
9096,194,ELSCCELL01A,7/31/2023 0:00,600317,6606,658,8/31/2023 14:28,KWH,SC WATER TOWER CELL SITE ELECTRIC METER 297770302,NORMAL,ELECTRIC,"BKSIDE OF SPRINT PAD ON SW CRNR OF TWR
35D 10'50.01N 97D 26'11.20""W 1.99""",NORMAN,SC,WATERTOWER-SC,100,5/31/2020 0:00,SOUTH CAMPUS WATER TOWERS,NON_E_AND_G,AUXILLIARY,1,2023-7,29333997,SC
9117,194,ELSCCELL01A,8/31/2023 0:00,600317,7166,560,9/30/2023 12:35,KWH,SC WATER TOWER CELL SITE ELECTRIC METER 297770302,NORMAL,ELECTRIC,"BKSIDE OF SPRINT PAD ON SW CRNR OF TWR
35D 10'50.01N 97D 26'11.20""W 1.99""",NORMAN,SC,WATERTOWER-SC,100,5/31/2020 0:00,SOUTH CAMPUS WATER TOWERS,NON_E_AND_G,AUXILLIARY,1,2023-8,29333997,SC
9139,199,ELSCCELL01A,9/30/2023 0:00,600317,7828,662,10/31/2023 14:38,KWH,SC WATER TOWER CELL SITE ELECTRIC METER 297770302,NORMAL,ELECTRIC,"BKSIDE OF SPRINT PAD ON SW CRNR OF TWR
35D 10'50.01N 97D 26'11.20""W 1.99""",NORMAN,SC,WATERTOWER-SC,100,5/31/2020 0:00,SOUTH CAMPUS WATER TOWERS,NON_E_AND_G,AUXILLIARY,1,2023-9,29333997,SC
9376,85,ELSCCELL01A,10/31/2023 0:00,600317,8363,535,12/4/2023 14:50,KWH,SC WATER TOWER CELL SITE ELECTRIC METER 297770302,NORMAL,ELECTRIC,"BKSIDE OF SPRINT PAD ON SW CRNR OF TWR
35D 10'50.01N 97D 26'11.20""W 1.99""",NORMAN,SC,WATERTOWER-SC,100,5/31/2020 0:00,SOUTH CAMPUS WATER TOWERS,NON_E_AND_G,AUXILLIARY,1,2023-10,29333997,SC
9406,84,ELSCCELL01A,11/30/2023 0:00,600317,8951,588,12/23/2023 12:46,KWH,SC WATER TOWER CELL SITE ELECTRIC METER 297770302,NORMAL,ELECTRIC,"BKSIDE OF SPRINT PAD ON SW CRNR OF TWR
35D 10'50.01N 97D 26'11.20""W 1.99""",NORMAN,SC,WATERTOWER-SC,100,5/31/2020 0:00,SOUTH CAMPUS WATER TOWERS,NON_E_AND_G,AUXILLIARY,1,2023-11,29333997,SC
8937,86,ELSCCELL02A,1/31/2023 0:00,600317,6031,854,2/28/2023 13:35,KWH,SC WATER TOWER SWB CELL SITE ELECTRIC 297770304,NORMAL,ELECTRIC,"WATER TOWER AT TOWER BASE
35D 10'49.84N 97D 26'10.50""W 2.02""",NORMAN,SC,WATERTOWER-SC,100,5/31/2020 0:00,SOUTH CAMPUS WATER TOWERS,NON_E_AND_G,AUXILLIARY,1,2023-1,28925850,SC
8953,86,ELSCCELL02A,2/28/2023 0:00,600317,6550,519,3/31/2023 18:33,KWH,SC WATER TOWER SWB CELL SITE ELECTRIC 297770304,NORMAL,ELECTRIC,"WATER TOWER AT TOWER BASE
35D 10'49.84N 97D 26'10.50""W 2.02""",NORMAN,SC,WATERTOWER-SC,100,5/31/2020 0:00,SOUTH CAMPUS WATER TOWERS,NON_E_AND_G,AUXILLIARY,1,2023-2,28925850,SC
8969,86,ELSCCELL02A,3/31/2023 0:00,600317,7355,NULL,4/29/2023 17:09,KWH,SC WATER TOWER SWB CELL SITE ELECTRIC 297770304,NORMAL,ELECTRIC,"WATER TOWER AT TOWER BASE
35D 10'49.84N 97D 26'10.50""W 2.02""",NORMAN,SC,WATERTOWER-SC,100,5/31/2020 0:00,SOUTH CAMPUS WATER TOWERS,NON_E_AND_G,AUXILLIARY,1,2023-3,28925850,SC
9011,195,ELSCCELL02A,4/30/2023 0:00,600317,8088,733,5/30/2023 14:23,KWH,SC WATER TOWER SWB CELL SITE ELECTRIC 297770304,NORMAL,ELECTRIC,"WATER TOWER AT TOWER BASE
35D 10'49.84N 97D 26'10.50""W 2.02""",NORMAN,SC,WATERTOWER-SC,100,5/31/2020 0:00,SOUTH CAMPUS WATER TOWERS,NON_E_AND_G,AUXILLIARY,1,2023-4,28925850,SC
9036,195,ELSCCELL02A,5/31/2023 0:00,600317,8946,858,6/30/2023 8:24,KWH,SC WATER TOWER SWB CELL SITE ELECTRIC 297770304,NORMAL,ELECTRIC,"WATER TOWER AT TOWER BASE
35D 10'49.84N 97D 26'10.50""W 2.02""",NORMAN,SC,WATERTOWER-SC,100,5/31/2020 0:00,SOUTH CAMPUS WATER TOWERS,NON_E_AND_G,AUXILLIARY,1,2023-5,28925850,SC
9059,195,ELSCCELL02A,6/30/2023 0:00,600317,9849,903,8/2/2023 13:50,KWH,SC WATER TOWER SWB CELL SITE ELECTRIC 297770304,NORMAL,ELECTRIC,"WATER TOWER AT TOWER BASE
35D 10'49.84N 97D 26'10.50""W 2.02""",NORMAN,SC,WATERTOWER-SC,100,5/31/2020 0:00,SOUTH CAMPUS WATER TOWERS,NON_E_AND_G,AUXILLIARY,1,2023-6,28925850,SC
9096,197,ELSCCELL02A,7/31/2023 0:00,600317,10982,1133,8/31/2023 14:28,KWH,SC WATER TOWER SWB CELL SITE ELECTRIC 297770304,NORMAL,ELECTRIC,"WATER TOWER AT TOWER BASE
35D 10'49.84N 97D 26'10.50""W 2.02""",NORMAN,SC,WATERTOWER-SC,100,5/31/2020 0:00,SOUTH CAMPUS WATER TOWERS,NON_E_AND_G,AUXILLIARY,1,2023-7,28925850,SC
9117,197,ELSCCELL02A,8/31/2023 0:00,600317,11936,954,9/30/2023 12:35,KWH,SC WATER TOWER SWB CELL SITE ELECTRIC 297770304,NORMAL,ELECTRIC,"WATER TOWER AT TOWER BASE
35D 10'49.84N 97D 26'10.50""W 2.02""",NORMAN,SC,WATERTOWER-SC,100,5/31/2020 0:00,SOUTH CAMPUS WATER TOWERS,NON_E_AND_G,AUXILLIARY,1,2023-8,28925850,SC
9139,202,ELSCCELL02A,9/30/2023 0:00,600317,12988,1052,10/31/2023 14:38,KWH,SC WATER TOWER SWB CELL SITE ELECTRIC 297770304,NORMAL,ELECTRIC,"WATER TOWER AT TOWER BASE
35D 10'49.84N 97D 26'10.50""W 2.02""",NORMAN,SC,WATERTOWER-SC,100,5/31/2020 0:00,SOUTH CAMPUS WATER TOWERS,NON_E_AND_G,AUXILLIARY,1,2023-9,28925850,SC
9376,88,ELSCCELL02A,10/31/2023 0:00,600317,13696,708,12/4/2023 14:50,KWH,SC WATER TOWER SWB CELL SITE ELECTRIC 297770304,NORMAL,ELECTRIC,"WATER TOWER AT TOWER BASE
35D 10'49.84N 97D 26'10.50""W 2.02""",NORMAN,SC,WATERTOWER-SC,100,5/31/2020 0:00,SOUTH CAMPUS WATER TOWERS,NON_E_AND_G,AUXILLIARY,1,2023-10,28925850,SC
9406,87,ELSCCELL02A,11/30/2023 0:00,600317,14408,712,12/23/2023 12:46,KWH,SC WATER TOWER SWB CELL SITE ELECTRIC 297770304,NORMAL,ELECTRIC,"WATER TOWER AT TOWER BASE
35D 10'49.84N 97D 26'10.50""W 2.02""",NORMAN,SC,WATERTOWER-SC,100,5/31/2020 0:00,SOUTH CAMPUS WATER TOWERS,NON_E_AND_G,AUXILLIARY,1,2023-11,28925850,SC
8937,84,ELSCCELL05A,1/31/2023 0:00,600317,NULL,0.14,NULL,KW,ELECTRIC METER FOR COXTMI SC WATER TOWER,NORMAL,ELECTRIC,410 MERIMAC ST.,NORMAN,SC,WATERTOWER-SC,100,5/31/2020 0:00,SOUTH CAMPUS WATER TOWERS,NON_E_AND_G,AUXILLIARY,NULL,2023-1,97786890,SC
8953,84,ELSCCELL05A,2/28/2023 0:00,600317,NULL,0.14,NULL,KW,ELECTRIC METER FOR COXTMI SC WATER TOWER,NORMAL,ELECTRIC,410 MERIMAC ST.,NORMAN,SC,WATERTOWER-SC,100,5/31/2020 0:00,SOUTH CAMPUS WATER TOWERS,NON_E_AND_G,AUXILLIARY,NULL,2023-2,97786890,SC
8969,84,ELSCCELL05A,3/31/2023 0:00,600317,NULL,0.14,NULL,KW,ELECTRIC METER FOR COXTMI SC WATER TOWER,NORMAL,ELECTRIC,410 MERIMAC ST.,NORMAN,SC,WATERTOWER-SC,100,5/31/2020 0:00,SOUTH CAMPUS WATER TOWERS,NON_E_AND_G,AUXILLIARY,NULL,2023-3,97786890,SC
9011,193,ELSCCELL05A,4/30/2023 0:00,600317,NULL,0.14,NULL,KW,ELECTRIC METER FOR COXTMI SC WATER TOWER,NORMAL,ELECTRIC,410 MERIMAC ST.,NORMAN,SC,WATERTOWER-SC,100,5/31/2020 0:00,SOUTH CAMPUS WATER TOWERS,NON_E_AND_G,AUXILLIARY,NULL,2023-4,97786890,SC
9036,193,ELSCCELL05A,5/31/2023 0:00,600317,NULL,0.14,NULL,KW,ELECTRIC METER FOR COXTMI SC WATER TOWER,NORMAL,ELECTRIC,410 MERIMAC ST.,NORMAN,SC,WATERTOWER-SC,100,5/31/2020 0:00,SOUTH CAMPUS WATER TOWERS,NON_E_AND_G,AUXILLIARY,NULL,2023-5,97786890,SC
9059,193,ELSCCELL05A,6/30/2023 0:00,600317,NULL,0.14,NULL,KW,ELECTRIC METER FOR COXTMI SC WATER TOWER,NORMAL,ELECTRIC,410 MERIMAC ST.,NORMAN,SC,WATERTOWER-SC,100,5/31/2020 0:00,SOUTH CAMPUS WATER TOWERS,NON_E_AND_G,AUXILLIARY,NULL,2023-6,97786890,SC
9096,195,ELSCCELL05A,7/31/2023 0:00,600317,NULL,0.14,NULL,KW,ELECTRIC METER FOR COXTMI SC WATER TOWER,NORMAL,ELECTRIC,410 MERIMAC ST.,NORMAN,SC,WATERTOWER-SC,100,5/31/2020 0:00,SOUTH CAMPUS WATER TOWERS,NON_E_AND_G,AUXILLIARY,NULL,2023-7,97786890,SC
9117,195,ELSCCELL05A,8/31/2023 0:00,600317,NULL,0.14,NULL,KW,ELECTRIC METER FOR COXTMI SC WATER TOWER,NORMAL,ELECTRIC,410 MERIMAC ST.,NORMAN,SC,WATERTOWER-SC,100,5/31/2020 0:00,SOUTH CAMPUS WATER TOWERS,NON_E_AND_G,AUXILLIARY,NULL,2023-8,97786890,SC
9139,200,ELSCCELL05A,9/30/2023 0:00,600317,NULL,0.14,NULL,KW,ELECTRIC METER FOR COXTMI SC WATER TOWER,NORMAL,ELECTRIC,410 MERIMAC ST.,NORMAN,SC,WATERTOWER-SC,100,5/31/2020 0:00,SOUTH CAMPUS WATER TOWERS,NON_E_AND_G,AUXILLIARY,NULL,2023-9,97786890,SC
9376,86,ELSCCELL05A,10/31/2023 0:00,600317,NULL,0.14,NULL,KW,ELECTRIC METER FOR COXTMI SC WATER TOWER,NORMAL,ELECTRIC,410 MERIMAC ST.,NORMAN,SC,WATERTOWER-SC,100,5/31/2020 0:00,SOUTH CAMPUS WATER TOWERS,NON_E_AND_G,AUXILLIARY,NULL,2023-10,97786890,SC
9406,85,ELSCCELL05A,11/30/2023 0:00,600317,NULL,0.14,NULL,KW,ELECTRIC METER FOR COXTMI SC WATER TOWER,NORMAL,ELECTRIC,410 MERIMAC ST.,NORMAN,SC,WATERTOWER-SC,100,5/31/2020 0:00,SOUTH CAMPUS WATER TOWERS,NON_E_AND_G,AUXILLIARY,NULL,2023-11,97786890,SC
8937,85,ELSCCELL05A,1/31/2023 0:00,600317,22546,20,2/28/2023 13:35,KWH,ELECTRIC METER FOR COXTMI SC WATER TOWER,NORMAL,ELECTRIC,410 MERIMAC ST.,NORMAN,SC,WATERTOWER-SC,100,5/31/2020 0:00,SOUTH CAMPUS WATER TOWERS,NON_E_AND_G,AUXILLIARY,1,2023-1,97786890,SC
8953,85,ELSCCELL05A,2/28/2023 0:00,600317,22547,1,3/31/2023 18:33,KWH,ELECTRIC METER FOR COXTMI SC WATER TOWER,NORMAL,ELECTRIC,410 MERIMAC ST.,NORMAN,SC,WATERTOWER-SC,100,5/31/2020 0:00,SOUTH CAMPUS WATER TOWERS,NON_E_AND_G,AUXILLIARY,1,2023-2,97786890,SC
8969,85,ELSCCELL05A,3/31/2023 0:00,600317,22549,NULL,4/29/2023 17:09,KWH,ELECTRIC METER FOR COXTMI SC WATER TOWER,NORMAL,ELECTRIC,410 MERIMAC ST.,NORMAN,SC,WATERTOWER-SC,100,5/31/2020 0:00,SOUTH CAMPUS WATER TOWERS,NON_E_AND_G,AUXILLIARY,1,2023-3,97786890,SC
9011,194,ELSCCELL05A,4/30/2023 0:00,600317,22554,5,5/30/2023 14:23,KWH,ELECTRIC METER FOR COXTMI SC WATER TOWER,NORMAL,ELECTRIC,410 MERIMAC ST.,NORMAN,SC,WATERTOWER-SC,100,5/31/2020 0:00,SOUTH CAMPUS WATER TOWERS,NON_E_AND_G,AUXILLIARY,1,2023-4,97786890,SC
9036,194,ELSCCELL05A,5/31/2023 0:00,600317,22565,11,6/30/2023 8:24,KWH,ELECTRIC METER FOR COXTMI SC WATER TOWER,NORMAL,ELECTRIC,410 MERIMAC ST.,NORMAN,SC,WATERTOWER-SC,100,5/31/2020 0:00,SOUTH CAMPUS WATER TOWERS,NON_E_AND_G,AUXILLIARY,1,2023-5,97786890,SC
9059,194,ELSCCELL05A,6/30/2023 0:00,600317,22581,16,8/2/2023 13:50,KWH,ELECTRIC METER FOR COXTMI SC WATER TOWER,NORMAL,ELECTRIC,410 MERIMAC ST.,NORMAN,SC,WATERTOWER-SC,100,5/31/2020 0:00,SOUTH CAMPUS WATER TOWERS,NON_E_AND_G,AUXILLIARY,1,2023-6,97786890,SC
9096,196,ELSCCELL05A,7/31/2023 0:00,600317,22608,27,8/31/2023 14:28,KWH,ELECTRIC METER FOR COXTMI SC WATER TOWER,NORMAL,ELECTRIC,410 MERIMAC ST.,NORMAN,SC,WATERTOWER-SC,100,5/31/2020 0:00,SOUTH CAMPUS WATER TOWERS,NON_E_AND_G,AUXILLIARY,1,2023-7,97786890,SC
9117,196,ELSCCELL05A,8/31/2023 0:00,600317,22632,24,9/30/2023 12:35,KWH,ELECTRIC METER FOR COXTMI SC WATER TOWER,NORMAL,ELECTRIC,410 MERIMAC ST.,NORMAN,SC,WATERTOWER-SC,100,5/31/2020 0:00,SOUTH CAMPUS WATER TOWERS,NON_E_AND_G,AUXILLIARY,1,2023-8,97786890,SC
9139,201,ELSCCELL05A,9/30/2023 0:00,600317,22653,21,10/31/2023 14:38,KWH,ELECTRIC METER FOR COXTMI SC WATER TOWER,NORMAL,ELECTRIC,410 MERIMAC ST.,NORMAN,SC,WATERTOWER-SC,100,5/31/2020 0:00,SOUTH CAMPUS WATER TOWERS,NON_E_AND_G,AUXILLIARY,1,2023-9,97786890,SC
9376,87,ELSCCELL05A,10/31/2023 0:00,600317,22654,1,12/4/2023 14:50,KWH,ELECTRIC METER FOR COXTMI SC WATER TOWER,NORMAL,ELECTRIC,410 MERIMAC ST.,NORMAN,SC,WATERTOWER-SC,100,5/31/2020 0:00,SOUTH CAMPUS WATER TOWERS,NON_E_AND_G,AUXILLIARY,1,2023-10,97786890,SC
9406,86,ELSCCELL05A,11/30/2023 0:00,600317,22661,7,12/23/2023 12:46,KWH,ELECTRIC METER FOR COXTMI SC WATER TOWER,NORMAL,ELECTRIC,410 MERIMAC ST.,NORMAN,SC,WATERTOWER-SC,100,5/31/2020 0:00,SOUTH CAMPUS WATER TOWERS,NON_E_AND_G,AUXILLIARY,1,2023-11,97786890,SC
8937,66,ELSCNPWELL03,1/31/2023 0:00,600317,NULL,0.45,NULL,KW,WATER WELL AT 3100 DEWEY 207770309,NORMAL,ELECTRIC,ON TRANSFORMER AT DEWEY AND COLUMBUS,NORMAN,SC,UTILITY-SC,100,6/30/2016 0:00,"POWER,WATER,GAS SYSTEMS",NON_E_AND_G,AUXILLIARY,NULL,2023-1,10098329,SC
8953,66,ELSCNPWELL03,2/28/2023 0:00,600317,NULL,0.45,NULL,KW,WATER WELL AT 3100 DEWEY 207770309,NORMAL,ELECTRIC,ON TRANSFORMER AT DEWEY AND COLUMBUS,NORMAN,SC,UTILITY-SC,100,6/30/2016 0:00,"POWER,WATER,GAS SYSTEMS",NON_E_AND_G,AUXILLIARY,NULL,2023-2,10098329,SC
8969,66,ELSCNPWELL03,3/31/2023 0:00,600317,NULL,0.5,NULL,KW,WATER WELL AT 3100 DEWEY 207770309,NORMAL,ELECTRIC,ON TRANSFORMER AT DEWEY AND COLUMBUS,NORMAN,SC,UTILITY-SC,100,6/30/2016 0:00,"POWER,WATER,GAS SYSTEMS",NON_E_AND_G,AUXILLIARY,NULL,2023-3,10098329,SC
9011,270,ELSCNPWELL03,4/30/2023 0:00,600317,NULL,0.5,NULL,KW,WATER WELL AT 3100 DEWEY 207770309,NORMAL,ELECTRIC,ON TRANSFORMER AT DEWEY AND COLUMBUS,NORMAN,SC,UTILITY-SC,100,6/30/2016 0:00,"POWER,WATER,GAS SYSTEMS",NON_E_AND_G,AUXILLIARY,NULL,2023-4,10098329,SC
9036,270,ELSCNPWELL03,5/31/2023 0:00,600317,NULL,0.5,NULL,KW,WATER WELL AT 3100 DEWEY 207770309,NORMAL,ELECTRIC,ON TRANSFORMER AT DEWEY AND COLUMBUS,NORMAN,SC,UTILITY-SC,100,6/30/2016 0:00,"POWER,WATER,GAS SYSTEMS",NON_E_AND_G,AUXILLIARY,NULL,2023-5,10098329,SC
9059,270,ELSCNPWELL03,6/30/2023 0:00,600317,NULL,0.45,NULL,KW,WATER WELL AT 3100 DEWEY 207770309,NORMAL,ELECTRIC,ON TRANSFORMER AT DEWEY AND COLUMBUS,NORMAN,SC,UTILITY-SC,100,6/30/2016 0:00,"POWER,WATER,GAS SYSTEMS",NON_E_AND_G,AUXILLIARY,NULL,2023-6,10098329,SC
9096,272,ELSCNPWELL03,7/31/2023 0:00,600317,NULL,0.44,NULL,KW,WATER WELL AT 3100 DEWEY 207770309,NORMAL,ELECTRIC,ON TRANSFORMER AT DEWEY AND COLUMBUS,NORMAN,SC,UTILITY-SC,100,6/30/2016 0:00,"POWER,WATER,GAS SYSTEMS",NON_E_AND_G,AUXILLIARY,NULL,2023-7,10098329,SC
9117,272,ELSCNPWELL03,8/31/2023 0:00,600317,NULL,0.44,NULL,KW,WATER WELL AT 3100 DEWEY 207770309,NORMAL,ELECTRIC,ON TRANSFORMER AT DEWEY AND COLUMBUS,NORMAN,SC,UTILITY-SC,100,6/30/2016 0:00,"POWER,WATER,GAS SYSTEMS",NON_E_AND_G,AUXILLIARY,NULL,2023-8,10098329,SC
9139,277,ELSCNPWELL03,9/30/2023 0:00,600317,NULL,0.44,NULL,KW,WATER WELL AT 3100 DEWEY 207770309,NORMAL,ELECTRIC,ON TRANSFORMER AT DEWEY AND COLUMBUS,NORMAN,SC,UTILITY-SC,100,6/30/2016 0:00,"POWER,WATER,GAS SYSTEMS",NON_E_AND_G,AUXILLIARY,NULL,2023-9,10098329,SC
9376,131,ELSCNPWELL03,10/31/2023 0:00,600317,NULL,0.44,NULL,KW,WATER WELL AT 3100 DEWEY 207770309,NORMAL,ELECTRIC,ON TRANSFORMER AT DEWEY AND COLUMBUS,NORMAN,SC,UTILITY-SC,100,6/30/2016 0:00,"POWER,WATER,GAS SYSTEMS",NON_E_AND_G,AUXILLIARY,NULL,2023-10,10098329,SC
9406,130,ELSCNPWELL03,11/30/2023 0:00,600317,NULL,0.5,NULL,KW,WATER WELL AT 3100 DEWEY 207770309,NORMAL,ELECTRIC,ON TRANSFORMER AT DEWEY AND COLUMBUS,NORMAN,SC,UTILITY-SC,100,6/30/2016 0:00,"POWER,WATER,GAS SYSTEMS",NON_E_AND_G,AUXILLIARY,NULL,2023-11,10098329,SC
9475,105,ELSCNPWELL03,12/31/2023 0:00,600317,NULL,0,NULL,KW,WATER WELL AT 3100 DEWEY 207770309,NORMAL,ELECTRIC,ON TRANSFORMER AT DEWEY AND COLUMBUS,NORMAN,SC,UTILITY-SC,100,6/30/2016 0:00,"POWER,WATER,GAS SYSTEMS",NON_E_AND_G,AUXILLIARY,NULL,2023-12,10098329,SC
9509,102,ELSCNPWELL03,1/31/2024 0:00,600317,NULL,0,NULL,KW,WATER WELL AT 3100 DEWEY 207770309,NORMAL,ELECTRIC,ON TRANSFORMER AT DEWEY AND COLUMBUS,NORMAN,SC,UTILITY-SC,100,6/30/2016 0:00,"POWER,WATER,GAS SYSTEMS",NON_E_AND_G,AUXILLIARY,NULL,2024-1,10098329,SC
9533,103,ELSCNPWELL03,2/29/2024 0:00,600317,NULL,0.45,NULL,KW,WATER WELL AT 3100 DEWEY 207770309,NORMAL,ELECTRIC,ON TRANSFORMER AT DEWEY AND COLUMBUS,NORMAN,SC,UTILITY-SC,100,6/30/2016 0:00,"POWER,WATER,GAS SYSTEMS",NON_E_AND_G,AUXILLIARY,NULL,2024-2,10098329,SC
8937,67,ELSCNPWELL03,1/31/2023 0:00,600317,18129,NULL,2/28/2023 13:35,KWH,WATER WELL AT 3100 DEWEY 207770309,NORMAL,ELECTRIC,ON TRANSFORMER AT DEWEY AND COLUMBUS,NORMAN,SC,UTILITY-SC,100,6/30/2016 0:00,"POWER,WATER,GAS SYSTEMS",NON_E_AND_G,AUXILLIARY,1,2023-1,10098329,SC
8953,67,ELSCNPWELL03,2/28/2023 0:00,600317,18129,NULL,3/31/2023 18:33,KWH,WATER WELL AT 3100 DEWEY 207770309,NORMAL,ELECTRIC,ON TRANSFORMER AT DEWEY AND COLUMBUS,NORMAN,SC,UTILITY-SC,100,6/30/2016 0:00,"POWER,WATER,GAS SYSTEMS",NON_E_AND_G,AUXILLIARY,1,2023-2,10098329,SC
8969,67,ELSCNPWELL03,3/31/2023 0:00,600317,18129,NULL,4/29/2023 17:09,KWH,WATER WELL AT 3100 DEWEY 207770309,NORMAL,ELECTRIC,ON TRANSFORMER AT DEWEY AND COLUMBUS,NORMAN,SC,UTILITY-SC,100,6/30/2016 0:00,"POWER,WATER,GAS SYSTEMS",NON_E_AND_G,AUXILLIARY,1,2023-3,10098329,SC
9011,271,ELSCNPWELL03,4/30/2023 0:00,600317,18129,NULL,5/30/2023 14:23,KWH,WATER WELL AT 3100 DEWEY 207770309,NORMAL,ELECTRIC,ON TRANSFORMER AT DEWEY AND COLUMBUS,NORMAN,SC,UTILITY-SC,100,6/30/2016 0:00,"POWER,WATER,GAS SYSTEMS",NON_E_AND_G,AUXILLIARY,1,2023-4,10098329,SC
9036,271,ELSCNPWELL03,5/31/2023 0:00,600317,18129,NULL,6/30/2023 8:24,KWH,WATER WELL AT 3100 DEWEY 207770309,NORMAL,ELECTRIC,ON TRANSFORMER AT DEWEY AND COLUMBUS,NORMAN,SC,UTILITY-SC,100,6/30/2016 0:00,"POWER,WATER,GAS SYSTEMS",NON_E_AND_G,AUXILLIARY,1,2023-5,10098329,SC
9059,271,ELSCNPWELL03,6/30/2023 0:00,600317,18129,NULL,8/2/2023 13:50,KWH,WATER WELL AT 3100 DEWEY 207770309,NORMAL,ELECTRIC,ON TRANSFORMER AT DEWEY AND COLUMBUS,NORMAN,SC,UTILITY-SC,100,6/30/2016 0:00,"POWER,WATER,GAS SYSTEMS",NON_E_AND_G,AUXILLIARY,1,2023-6,10098329,SC
9096,273,ELSCNPWELL03,7/31/2023 0:00,600317,18129,NULL,8/31/2023 14:28,KWH,WATER WELL AT 3100 DEWEY 207770309,NORMAL,ELECTRIC,ON TRANSFORMER AT DEWEY AND COLUMBUS,NORMAN,SC,UTILITY-SC,100,6/30/2016 0:00,"POWER,WATER,GAS SYSTEMS",NON_E_AND_G,AUXILLIARY,1,2023-7,10098329,SC
9117,273,ELSCNPWELL03,8/31/2023 0:00,600317,18129,NULL,9/30/2023 12:35,KWH,WATER WELL AT 3100 DEWEY 207770309,NORMAL,ELECTRIC,ON TRANSFORMER AT DEWEY AND COLUMBUS,NORMAN,SC,UTILITY-SC,100,6/30/2016 0:00,"POWER,WATER,GAS SYSTEMS",NON_E_AND_G,AUXILLIARY,1,2023-8,10098329,SC
